hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag,cbd_congestion_fee,id
HV0005,B03406,,4/15/25 14:26,4/15/25 14:28,4/15/25 14:29,4/15/25 14:38,74,41,0.409,550,6.06,0,0.15,0.54,0,0,0,6.15,N,N,N,N,N,0,4553
HV0005,B03406,,2/16/25 7:29,,2/16/25 7:32,2/16/25 7:39,74,24,1.684,463,13.25,0,0.33,1.18,0,0,0,6.82,N,N,N,N,N,0,4554
HV0003,B03404,B03404,5/19/25 14:30,5/19/25 14:31,5/19/25 14:31,5/19/25 14:34,216,132,0.94,209,9.18,0,0.23,1.02,0,2.5,0,4.61,N,N,N,N,N,0,4555
HV0003,B03404,B03404,2/5/25 6:57,2/5/25 7:05,2/5/25 7:05,2/5/25 7:13,39,39,1.51,448,10.76,0,0.27,0.96,0,0,0,7.26,N,N,N,N,Y,0,4556
HV0003,B03404,B03404,1/7/25 6:41,1/7/25 6:50,1/7/25 6:50,1/7/25 6:58,117,86,1.78,478,9.92,0,0.27,0.88,0,0,0,10.32,Y,N,N,N,N,0,4557
HV0003,B03404,B03404,5/11/25 13:08,5/11/25 13:17,5/11/25 13:17,5/11/25 13:31,129,129,1.54,787,11.63,0,0.29,1.02,0,0,0,10.1,N,N,N,N,N,0,4558
HV0003,B03404,B03404,2/28/25 22:12,2/28/25 22:20,2/28/25 22:20,2/28/25 22:43,255,37,3.23,1367,12.11,0,0.3,1.06,0,0,0,9.17,Y,Y,N,N,N,0,4559
HV0003,B03404,B03404,4/27/25 16:01,4/27/25 16:02,4/27/25 16:04,4/27/25 16:16,78,259,4.69,715,20.32,0,0.51,1.8,0,0,0,16,N,N,N,N,N,0,4560
HV0003,B03404,B03404,1/15/25 8:29,1/15/25 8:32,1/15/25 8:34,1/15/25 8:58,191,130,3.88,1405,34.06,0,0.94,3.02,0,0,0,18.94,N,N,N,N,N,0,4561
HV0005,B03406,,3/21/25 6:47,3/21/25 6:51,3/21/25 6:52,3/21/25 7:19,203,265,11.244,1623,43.91,0,1.04,3.69,0,0,0,35.85,N,N,N,N,N,0,4562
HV0005,B03406,,4/18/25 18:03,4/18/25 18:06,4/18/25 18:07,4/18/25 18:15,205,122,1.715,501,8.76,0,0.22,0.78,0,0,0,7.51,N,N,N,N,N,0,4563
HV0003,B03404,B03404,5/26/25 11:13,5/26/25 11:19,5/26/25 11:21,5/26/25 11:41,37,61,3.25,1210,14.89,0,0.36,1.28,0,0,0,17.08,N,N,N,N,N,0,4564
HV0005,B03406,,1/13/25 11:41,,1/13/25 11:45,1/13/25 11:56,26,26,1.671,636,13.59,0,0.33,1.07,0,0,0,9.13,N,N,N,N,Y,0,4565
HV0005,B03406,,1/23/25 18:27,,1/23/25 18:35,1/23/25 19:29,132,50,22.858,3248,72.19,3.98,0,0,0,2.5,0,62.87,N,N,N,N,N,0,4566
HV0003,B03404,B03404,4/16/25 3:35,4/16/25 3:39,4/16/25 3:39,4/16/25 4:04,236,32,9.58,1500,23.66,0,0.59,2.1,0.75,0,0,28.68,Y,N,N,N,N,0,4567
HV0003,B03404,B03404,1/10/25 22:12,1/10/25 22:13,1/10/25 22:14,1/10/25 23:21,161,265,7.11,4017,116.8,16.06,3.13,0,0,0,0,87.6,N,N,N,N,N,1.5,4568
HV0005,B03406,,2/9/25 4:46,,2/9/25 4:57,2/9/25 5:18,77,132,8.171,1294,40.4,0,1.01,3.81,0,2.5,0,27.05,N,N,N,N,N,0,4569
HV0003,B03404,B03404,3/18/25 10:51,3/18/25 11:04,3/18/25 11:04,3/18/25 11:39,138,261,13.27,2086,69.26,6.94,1.69,6.99,2.75,2.5,9.01,44.1,N,N,N,N,N,1.5,4570
HV0005,B03406,,2/2/25 0:28,,2/2/25 0:30,2/2/25 0:46,216,180,2.221,909,12.85,0,0.25,0.89,0,0,0,11.89,N,N,N,N,N,0,4571
HV0005,B03406,,4/25/25 20:26,4/25/25 20:35,4/25/25 20:36,4/25/25 21:02,155,27,9.678,1561,57.83,5.2,1.58,5.59,0,0,0,41.5,N,N,N,N,N,0,4572
HV0003,B03404,B03404,3/1/25 21:48,3/1/25 21:50,3/1/25 21:50,3/1/25 22:03,232,113,1.65,784,18.21,0,0.42,1.6,2.75,0,0,10.59,N,N,N,N,N,1.5,4573
HV0003,B03404,B03404,4/4/25 23:17,4/4/25 23:21,4/4/25 23:22,4/4/25 23:35,256,61,2.8,806,16.04,0,0.4,1.44,0,0,0,12.09,N,N,N,N,N,0,4574
HV0003,B03404,B03404,5/12/25 20:08,5/12/25 20:09,5/12/25 20:10,5/12/25 20:30,32,168,6.41,1252,12.25,0,0.31,1.09,0,0,0,21.69,N,N,N,N,N,0,4575
HV0005,B03406,,5/13/25 5:50,5/13/25 5:54,5/13/25 5:55,5/13/25 6:40,41,132,18.015,2728,69.49,6.86,1.91,7,0,2.5,0,53.16,N,N,N,N,N,0,4576
HV0005,B03406,,1/15/25 15:02,,1/15/25 15:10,1/15/25 15:24,186,144,2.363,890,17.62,0,0.48,1.56,2.75,0,0,11.91,N,N,N,N,N,1.5,4577
HV0003,B03404,B03404,5/10/25 7:27,5/10/25 7:34,5/10/25 7:35,5/10/25 7:58,197,107,12.22,1378,36.55,6.94,0.93,4.06,2.75,0,0,31.16,N,N,N,N,N,1.5,4578
HV0003,B03404,B03404,3/26/25 1:38,3/26/25 1:45,3/26/25 1:45,3/26/25 2:26,132,265,30.5,2415,136.66,6.94,3.42,12.96,0,2.5,24.37,71.66,N,N,N,N,N,0,4579
HV0003,B03404,B03404,3/30/25 21:17,3/30/25 21:23,3/30/25 21:24,3/30/25 22:03,132,79,20.32,2348,81,6.94,1.99,8.01,2.75,2.5,0,74.23,N,N,N,N,N,1.5,4580
HV0003,B03404,B03404,2/16/25 10:13,2/16/25 10:19,2/16/25 10:20,2/16/25 10:43,17,227,8.09,1398,22.74,0,0.57,2.01,0,0,0,28.26,Y,N,N,N,Y,0,4581
HV0003,B03404,B03404,4/10/25 20:56,4/10/25 21:01,4/10/25 21:01,4/10/25 21:12,230,164,1.51,690,18.04,0,0.44,1.69,2.75,0,4.79,9.1,N,N,N,N,N,1.5,4582
HV0003,B03404,B03404,1/20/25 18:39,1/20/25 18:42,1/20/25 18:44,1/20/25 18:54,14,67,1.69,557,11.72,0,0.34,1.11,0,0,3,7.71,N,N,N,N,N,0,4583
HV0005,B03406,,4/5/25 18:07,4/5/25 18:11,4/5/25 18:12,4/5/25 18:32,225,255,2.531,1228,17.95,0,0.45,1.59,0,0,0,16.03,N,N,N,N,N,0,4584
HV0003,B03404,B03404,2/23/25 6:33,2/23/25 6:41,2/23/25 6:42,2/23/25 6:58,198,192,6.05,926,22.81,0,0.59,2.08,0,0,0,19.21,N,N,N,N,N,0,4585
HV0003,B03404,B03404,1/3/25 16:13,1/3/25 16:15,1/3/25 16:15,1/3/25 16:26,227,67,1.47,636,9.91,0,0.27,0.87,0,0,0,8.18,N,N,N,N,N,0,4586
HV0003,B03404,B03404,1/5/25 20:25,1/5/25 20:26,1/5/25 20:26,1/5/25 20:48,65,177,4.41,1314,16.87,0,0.47,1.5,0,0,0,22.07,N,N,N,N,N,0,4587
HV0003,B03404,B03404,1/3/25 23:11,1/3/25 23:12,1/3/25 23:14,1/3/25 23:35,230,212,11.54,1252,39.67,0,1.09,3.52,2.75,0,7.05,35.03,N,N,N,N,N,0,4588
HV0003,B03404,B03404,2/13/25 19:29,2/13/25 19:38,2/13/25 19:39,2/13/25 20:04,230,13,4.87,1536,35.24,0,0.85,3.13,2.75,0,0,21.54,N,N,N,N,N,1.5,4589
HV0003,B03404,B03404,3/7/25 18:54,3/7/25 19:03,3/7/25 19:04,3/7/25 19:24,17,37,3.07,1191,26.42,0,0.66,2.35,0,0,0,20.17,N,N,N,N,N,0,4590
HV0005,B03406,,3/22/25 15:04,3/22/25 15:06,3/22/25 15:07,3/22/25 15:15,205,205,0.554,518,9.01,0,0.23,0.8,0,0,0,6.04,N,N,N,N,N,0,4591
HV0005,B03406,,1/25/25 10:51,,1/25/25 10:54,1/25/25 11:14,38,132,6.043,1232,28.46,0,0.78,2.75,0,2.5,0,20.26,N,N,N,N,N,0,4592
HV0005,B03406,,5/9/25 9:15,5/9/25 9:17,5/9/25 9:18,5/9/25 9:26,247,247,0.744,505,6.63,0,0.15,0.52,0,0,0,6.17,N,N,N,N,N,0,4593
HV0003,B03404,B03404,1/20/25 19:58,1/20/25 20:05,1/20/25 20:05,1/20/25 20:13,242,51,2.47,452,11.26,0,0.29,0.93,0,0,0,7.75,N,N,N,N,N,0,4594
HV0005,B03406,,2/15/25 23:41,,2/15/25 23:47,2/15/25 23:54,61,188,0.908,421,7.64,0,0.35,1.26,0,0,0,5.35,N,N,N,N,N,0,4595
HV0003,B03404,B03404,3/8/25 23:57,3/9/25 0:00,3/9/25 0:01,3/9/25 0:12,226,179,2.4,676,12.9,0,0.32,1.15,0,0,0,10.2,N,N,N,N,N,0,4596
HV0005,B03406,,3/9/25 17:49,3/9/25 17:51,3/9/25 17:51,3/9/25 18:37,132,107,16.635,2772,64.4,6.55,1.77,6.52,2.75,2.5,12.9,51.65,N,N,N,N,N,1.5,4597
HV0003,B03404,B03404,5/2/25 1:47,5/2/25 1:49,5/2/25 1:51,5/2/25 2:10,159,32,6.61,1148,19.57,0,0.45,1.59,0,0,0,20.92,N,N,N,N,N,0,4598
HV0003,B03404,B03404,5/15/25 20:18,5/15/25 20:38,5/15/25 20:40,5/15/25 21:01,130,223,9.03,1274,9.07,0,0.23,0.8,0,0,3,12.86,Y,Y,N,N,N,0,4599
HV0003,B03404,B03404,2/4/25 11:07,2/4/25 11:16,2/4/25 11:16,2/4/25 11:30,164,229,1.8,824,15.71,0,0.36,1.4,0.75,0,0,8.58,Y,Y,N,N,N,1.5,4600
HV0003,B03404,B03404,4/5/25 0:06,4/5/25 0:09,4/5/25 0:10,4/5/25 0:25,188,61,2.61,856,11.8,0,0.31,1.13,0,0,0,12.32,N,N,N,N,N,0,4601
HV0003,B03404,B03404,2/2/25 15:31,2/2/25 15:36,2/2/25 15:38,2/2/25 15:47,231,87,1.51,539,12.88,0,0.28,1.15,2.75,0,4,8.4,N,N,N,N,Y,1.5,4602
HV0003,B03404,B03404,2/15/25 14:13,2/15/25 14:16,2/15/25 14:18,2/15/25 14:32,211,137,1.76,860,18.86,0,0.46,1.77,2.75,0,2.49,10.74,N,N,N,N,N,1.5,4603
HV0003,B03404,B03404,2/22/25 17:49,2/22/25 17:52,2/22/25 17:53,2/22/25 18:05,144,125,0.94,730,11.27,0,0.22,0.9,2.75,0,0,9.6,N,N,N,N,Y,1.5,4604
HV0003,B03404,B03404,3/18/25 15:14,3/18/25 15:24,3/18/25 15:26,3/18/25 16:43,132,265,32.19,4660,152.8,8.69,3.82,14.56,0,2.5,27.07,98.41,N,N,N,N,N,0,4605
HV0005,B03406,,2/4/25 2:03,,2/4/25 2:03,2/4/25 2:43,90,265,31.037,2397,99.39,20.42,3,0,0,0,0,74.91,N,N,N,N,N,1.5,4606
HV0003,B03404,B03404,3/11/25 17:08,3/11/25 17:10,3/11/25 17:11,3/11/25 17:17,114,79,0.96,389,11.87,0,0.26,1.04,2.75,0,5,5.28,N,N,N,N,N,1.5,4607
HV0005,B03406,,5/18/25 0:28,5/18/25 0:33,5/18/25 0:33,5/18/25 0:55,158,66,4.371,1302,37.51,0,0.93,3.3,2.75,0,0,23.38,N,N,N,N,Y,1.5,4608
HV0005,B03406,B03406,4/3/25 14:05,4/3/25 14:16,4/3/25 14:17,4/3/25 14:45,26,26,1.65,1694,19.65,0,0.49,1.74,0,0,0,35.1,N,N,N,Y,Y,0,4609
HV0003,B03404,B03404,4/14/25 19:35,4/14/25 19:41,4/14/25 19:41,4/14/25 20:00,138,144,9.32,1131,44.4,0,1.07,4.16,2.75,2.5,0,24.59,N,N,N,N,N,1.5,4610
HV0003,B03404,B03404,2/13/25 14:44,2/13/25 14:47,2/13/25 14:49,2/13/25 15:07,208,208,2.56,1078,19.05,0,0.47,1.69,0,0,2.12,15.96,N,N,N,N,Y,0,4611
HV0003,B03404,B03404,3/29/25 18:57,3/29/25 19:04,3/29/25 19:05,3/29/25 19:54,132,80,14.9,2931,64.94,0,1.62,5.98,0,2.5,0,50.63,N,N,N,N,N,0,4612
HV0005,B03406,,4/23/25 19:51,4/23/25 19:53,4/23/25 19:53,4/23/25 20:08,256,33,2.679,885,17.64,0,0,0,0,0,0,12.76,N,N,N,N,N,0,4613
HV0005,B03406,,3/18/25 8:37,3/18/25 8:43,3/18/25 8:44,3/18/25 8:51,228,228,1.19,412,10.66,0,0.27,0.95,0,0,2,5.86,N,N,N,N,N,0,4614
HV0003,B03404,B03404,4/30/25 20:10,4/30/25 20:14,4/30/25 20:16,4/30/25 21:06,161,265,26.69,3030,165.73,21.35,4.11,0,0,0,0,82.3,N,N,N,N,N,1.5,4615
HV0003,B03404,B03404,4/4/25 8:09,4/4/25 8:12,4/4/25 8:13,4/4/25 8:32,79,265,4.89,1176,37,16.06,0.89,0,0,0,0,20.64,N,N,N,N,N,1.5,4616
HV0005,B03406,,1/9/25 16:48,,1/9/25 16:49,1/9/25 16:55,151,166,1.158,305,8.15,0,0.2,0.64,0,0,0,5.47,N,N,N,N,N,0,4617
HV0003,B03404,B03404,4/13/25 17:39,4/13/25 17:41,4/13/25 17:41,4/13/25 17:56,234,262,4.06,874,23.98,0,0.58,2.17,2.75,0,0,14.55,N,N,N,N,N,1.5,4618
HV0003,B03404,B03404,5/16/25 1:01,5/16/25 1:03,5/16/25 1:07,5/16/25 1:15,151,116,2.26,484,13.46,0,0.34,1.24,0,0,0,10.1,N,N,N,N,N,0,4619
HV0003,B03404,B03404,3/1/25 12:17,3/1/25 12:21,3/1/25 12:23,3/1/25 12:50,77,17,4.47,1649,15.14,0,0.37,1.35,0,0,0,25.49,N,N,N,N,Y,0,4620
HV0003,B03404,B03404,1/22/25 17:25,1/22/25 17:32,1/22/25 17:32,1/22/25 17:40,47,247,1.12,510,9.83,0,0.27,0.88,0,0,0,6.48,N,N,N,N,N,0,4621
HV0005,B03406,,5/1/25 10:31,5/1/25 10:32,5/1/25 10:33,5/1/25 10:48,79,125,1.466,864,15.93,0,0.4,1.41,2.75,0,0,10.83,N,N,N,N,N,1.5,4622
HV0003,B03404,B03404,2/22/25 16:08,2/22/25 16:10,2/22/25 16:11,2/22/25 16:33,166,230,5.74,1308,19.98,0,0.53,1.95,2.75,0,0,20.52,N,N,N,N,N,1.5,4623
HV0003,B03404,B03404,2/21/25 10:06,2/21/25 10:07,2/21/25 10:09,2/21/25 10:38,158,1,13.84,1695,64.01,17.06,1.63,0,0,2.5,0,39.04,N,N,N,N,N,1.5,4624
HV0003,B03404,B03404,4/1/25 21:32,4/1/25 21:34,4/1/25 21:35,4/1/25 22:30,246,117,27.66,3278,119.54,12.14,2.95,11.69,2.75,0,0,72.16,N,N,N,N,N,1.5,4625
HV0003,B03404,B03404,1/24/25 21:54,1/24/25 21:57,1/24/25 21:58,1/24/25 22:20,100,145,4.49,1332,15.24,0,0.4,1.38,2.75,0,0,19.05,N,N,N,N,N,1.5,4626
HV0003,B03404,B03404,5/4/25 17:01,5/4/25 17:03,5/4/25 17:06,5/4/25 17:44,261,151,6.98,2314,63.65,0,1.57,5.7,2.75,0,14.82,45.96,N,N,N,N,N,1.5,4627
HV0003,B03404,B03404,3/15/25 19:41,3/15/25 19:49,3/15/25 19:50,3/15/25 20:06,65,231,2.94,989,28.35,0,0.67,2.53,2.75,0,0,15.63,N,N,N,N,N,1.5,4628
HV0003,B03404,B03404,4/19/25 19:17,4/19/25 19:18,4/19/25 19:20,4/19/25 19:42,211,170,2.17,1271,32.97,0,0.81,3.02,2.75,0,0,17.14,N,N,N,N,Y,1.5,4629
HV0005,B03406,,4/16/25 0:19,4/16/25 0:21,4/16/25 0:22,4/16/25 0:34,90,224,1.876,741,14.2,0,0.36,1.26,2.75,0,0,10.16,N,N,N,N,N,1.5,4630
HV0003,B03404,B03404,2/27/25 8:39,2/27/25 8:40,2/27/25 8:42,2/27/25 9:00,61,188,2.17,1093,22.63,0,0.56,2,0,0,0,16.15,N,N,N,N,N,0,4631
HV0003,B03404,B03404,2/28/25 15:28,2/28/25 15:34,2/28/25 15:34,2/28/25 16:07,41,138,7.75,1931,42.42,6.94,1.06,4.6,0,2.5,11.5,33.18,N,N,N,N,N,0,4632
HV0003,B03404,B03404,1/19/25 9:39,1/19/25 9:42,1/19/25 9:42,1/19/25 10:04,242,265,11.55,1302,33.97,0,0.94,3.01,0,0,0,33.47,N,N,N,N,N,0,4633
HV0005,B03406,,5/9/25 4:32,5/9/25 4:35,5/9/25 4:36,5/9/25 5:01,79,138,10.977,1504,50.08,0.24,1.26,4.69,2.75,2.5,0,32.79,N,N,N,N,N,1.5,4634
HV0005,B03406,,4/19/25 19:32,4/19/25 19:33,4/19/25 19:34,4/19/25 19:57,49,233,6.867,1369,27.73,0.56,0.71,2.51,2.75,0,0,23.59,N,N,N,N,N,1.5,4635
HV0003,B03404,B03404,2/4/25 21:49,2/4/25 21:51,2/4/25 21:54,2/4/25 22:09,158,148,1.65,856,34.3,0,0.82,3.05,2.75,0,0,17.6,N,N,N,N,N,1.5,4636
HV0005,B03406,,4/8/25 19:09,4/8/25 19:10,4/8/25 19:11,4/8/25 19:25,141,107,3.012,834,14.61,0,0.37,1.3,2.75,0,0,12.72,N,N,N,N,N,1.5,4637
HV0005,B03406,,3/29/25 21:57,3/29/25 21:58,3/29/25 21:59,3/29/25 22:03,119,119,0.585,256,7.3,0,0.18,0.63,0,0,0,4,N,N,N,N,N,0,4638
HV0005,B03406,,5/14/25 13:12,5/14/25 13:16,5/14/25 13:16,5/14/25 13:44,145,138,6.098,1659,29.77,0.28,0.72,2.57,0,2.5,8.96,25.45,N,N,N,N,N,0,4639
HV0003,B03404,B03404,5/7/25 10:32,5/7/25 10:34,5/7/25 10:36,5/7/25 11:05,78,244,3.63,1707,26.19,0,0.66,2.32,0,0,0,22.34,N,N,N,N,N,0,4640
HV0003,B03404,B03404,3/7/25 1:32,3/7/25 1:39,3/7/25 1:40,3/7/25 1:56,17,148,3.39,971,17.98,0,0.44,1.69,2.75,0,0,16.4,N,N,N,N,Y,1.5,4641
HV0003,B03404,B03404,3/24/25 19:24,3/24/25 19:26,3/24/25 19:26,3/24/25 19:29,186,68,0.38,200,10.95,0,0.24,0.97,2.75,0,0,4.76,N,N,N,N,N,1.5,4642
HV0003,B03404,B03404,5/31/25 11:52,5/31/25 11:54,5/31/25 11:54,5/31/25 12:13,168,78,4.83,1113,17.08,0,0.43,1.51,0,0,0,18.33,N,N,N,N,N,0,4643
HV0003,B03404,B03404,3/23/25 8:39,3/23/25 8:40,3/23/25 8:42,3/23/25 9:03,230,261,4.75,1298,28.12,0,0.71,2.64,2.75,0,0,18.18,N,N,N,N,N,1.5,4644
HV0003,B03404,B03404,1/9/25 23:31,1/9/25 23:37,1/9/25 23:37,1/10/25 0:01,138,79,9.79,1460,35.04,0,1.05,3.52,2.75,2.5,10,27.81,N,N,N,N,N,1.5,4645
HV0003,B03404,B03404,2/9/25 18:36,2/9/25 18:40,2/9/25 18:42,2/9/25 18:50,133,181,2.21,474,16.12,0,0.4,1.43,0,0,0,8.51,N,N,N,N,N,0,4646
HV0003,B03404,B03404,5/31/25 13:38,5/31/25 13:42,5/31/25 13:42,5/31/25 14:12,82,10,7.42,1822,37.72,0,0.94,3.35,0,0,0,28.85,N,N,N,N,N,0,4647
HV0003,B03404,B03404,3/7/25 22:01,3/7/25 22:02,3/7/25 22:04,3/7/25 22:28,198,255,4.28,1472,27.81,0,0.7,2.46,0,0,0,20.88,N,N,N,N,N,0,4648
HV0005,B03406,,2/19/25 7:47,,2/19/25 7:50,2/19/25 7:57,92,73,0.969,395,7.17,0,0.18,0.64,0,0,0,5.55,N,N,N,N,Y,0,4649
HV0003,B03404,B03404,2/10/25 16:02,2/10/25 16:05,2/10/25 16:07,2/10/25 16:22,255,148,2.81,937,32.21,0,0.76,2.86,2.75,0,0,16.13,N,N,N,N,Y,1.5,4650
HV0003,B03404,B03404,5/16/25 10:08,5/16/25 10:11,5/16/25 10:11,5/16/25 10:36,123,85,3.79,1506,24.64,0,0.62,2.19,0,0,2.74,20.91,N,N,N,N,N,0,4651
HV0003,B03404,B03404,1/14/25 9:35,1/14/25 9:36,1/14/25 9:38,1/14/25 9:51,236,140,1.64,774,13.1,0,0.36,1.16,2.75,0,0,9.75,N,N,N,N,N,0,4652
HV0003,B03404,B03404,1/1/25 1:29,1/1/25 1:45,1/1/25 1:45,1/1/25 2:10,37,71,3.65,1480,41.19,0,1.14,3.66,0,0,0,35.96,N,N,N,N,N,0,4653
HV0003,B03404,B03404,5/30/25 11:12,5/30/25 11:13,5/30/25 11:14,5/30/25 11:58,92,265,18.31,2686,56.04,0,1.42,5.04,0,0,0,56.71,N,N,N,N,N,0,4654
HV0005,B03406,,4/4/25 9:27,4/4/25 9:32,4/4/25 9:33,4/4/25 9:39,259,259,0.358,338,6.41,0,0.16,0.57,0,0,0,4,N,N,N,N,N,0,4655
HV0003,B03404,B03404,1/12/25 12:24,1/12/25 12:25,1/12/25 12:26,1/12/25 12:31,243,127,1.48,340,10.7,0,0.29,0.95,0,0,0,5.55,N,N,N,N,N,0,4656
HV0003,B03404,B03404,2/6/25 9:37,2/6/25 9:38,2/6/25 9:38,2/6/25 9:58,191,265,4.95,1163,22.44,0,0.56,1.99,0,0,0,19.91,N,N,N,N,N,0,4657
HV0003,B03404,B03404,1/3/25 9:13,1/3/25 9:15,1/3/25 9:16,1/3/25 9:27,137,229,1.85,692,12.4,0,0.34,1.1,2.75,0,0,9.24,N,N,N,N,N,0,4658
HV0003,B03404,B03404,1/17/25 8:34,1/17/25 8:37,1/17/25 8:37,1/17/25 9:03,6,123,10.25,1565,34.01,0,0.94,3.02,0,0,0,33.73,N,N,N,N,Y,0,4659
HV0003,B03404,B03404,1/18/25 1:07,1/18/25 1:08,1/18/25 1:10,1/18/25 1:20,80,112,1.93,637,15.71,0,0.4,1.31,0,0,0,8.97,N,N,N,N,N,0,4660
HV0003,B03404,B03404,3/1/25 0:32,3/1/25 0:40,3/1/25 0:40,3/1/25 1:01,36,61,3.79,1264,24.18,0,0.61,2.15,0,0,0,18.1,N,N,N,N,N,0,4661
HV0003,B03404,B03404,4/20/25 9:54,4/20/25 9:55,4/20/25 9:56,4/20/25 10:27,90,1,19.48,1840,91.5,23.21,2.37,0,0,2.5,0,67.99,N,N,N,N,N,1.5,4662
HV0003,B03404,B03404,3/19/25 23:43,3/19/25 23:47,3/19/25 23:47,3/19/25 23:58,35,222,2.41,673,14.3,0,0.35,1.28,0,0,1,10.18,N,N,N,N,N,0,4663
HV0003,B03404,B03404,4/16/25 16:00,4/16/25 15:46,4/16/25 15:50,4/16/25 16:27,223,132,13.35,2237,46.17,0,1.15,4.31,0,2.5,8.11,46.69,N,N,N,N,N,0,4664
HV0005,B03406,,1/28/25 8:35,,1/28/25 8:41,1/28/25 8:46,226,160,1.02,307,12.54,0,0.34,1.11,0,0,0,5.47,N,N,N,N,Y,0,4665
HV0003,B03404,B03404,5/8/25 11:07,5/8/25 11:14,5/8/25 11:15,5/8/25 12:34,132,230,17.55,4710,69.46,6.94,1.81,7.39,2.75,2.5,0,72.01,N,N,N,N,N,1.5,4666
HV0005,B03406,,3/29/25 19:06,3/29/25 19:15,3/29/25 19:16,3/29/25 19:21,256,256,0.595,321,17.94,0,0.45,1.59,0,0,0,6.84,N,N,N,N,N,0,4667
HV0005,B03406,,2/16/25 19:45,,2/16/25 19:49,2/16/25 20:14,87,48,5.482,1497,28.64,0,0.72,2.54,2.75,0,0,24.2,N,N,N,N,Y,1.5,4668
HV0003,B03404,B03404,1/10/25 23:06,1/10/25 23:07,1/10/25 23:07,1/10/25 23:33,223,224,6.42,1539,26.47,0,0.69,2.34,2.75,0,5.99,23.81,N,N,N,N,N,1.5,4669
HV0005,B03406,,5/5/25 23:30,5/5/25 23:37,5/5/25 23:38,5/6/25 0:00,210,188,5.198,1358,27.28,0,0.51,1.79,0,0,0,21.12,N,N,N,N,N,0,4670
HV0003,B03404,B03404,3/20/25 16:54,3/20/25 17:02,3/20/25 17:02,3/20/25 17:46,230,138,8.33,2665,80.59,0,1.97,7.37,2.75,2.5,0,39.69,N,N,N,N,N,1.5,4671
HV0003,B03404,B03404,5/18/25 16:41,5/18/25 16:49,5/18/25 16:51,5/18/25 17:25,138,216,9.7,2006,51.44,0,1.28,4.78,0,2.5,6,35.56,N,N,N,N,N,0,4672
HV0005,B03406,,2/16/25 11:53,,2/16/25 11:58,2/16/25 12:07,97,181,1.483,551,11.4,0,0.29,1.01,0,0,0,7.97,N,N,N,N,Y,0,4673
HV0003,B03404,B03404,2/12/25 14:35,2/12/25 14:39,2/12/25 14:39,2/12/25 14:54,108,14,4.53,869,12.65,0,0.31,1.13,0,0,0,14.6,N,N,N,N,N,0,4674
HV0003,B03404,B03404,3/2/25 18:28,3/2/25 18:35,3/2/25 18:35,3/2/25 18:53,252,192,4.54,1060,22.38,0,0.56,1.97,0,0,0,17.1,N,N,N,N,N,0,4675
HV0003,B03404,B03404,5/1/25 2:01,5/1/25 2:03,5/1/25 2:04,5/1/25 2:14,256,225,1.87,608,10.07,0,0.27,0.94,0,0,0,8.77,N,N,N,N,N,0,4676
HV0003,B03404,B03404,1/15/25 9:06,1/15/25 9:07,1/15/25 9:09,1/15/25 9:31,229,230,1.84,1325,28.13,0,0.73,2.5,2.75,0,0,16.77,N,N,N,N,Y,1.5,4677
HV0003,B03404,B03404,5/18/25 13:00,5/18/25 13:03,5/18/25 13:04,5/18/25 13:13,213,147,1.59,553,11.65,0,0.29,1.02,0,0,0,13.98,N,N,N,N,Y,0,4678
HV0003,B03404,B03404,3/5/25 18:06,3/5/25 18:07,3/5/25 18:08,3/5/25 18:18,119,247,1.68,652,15.2,0,0.38,1.34,0,0,0,14.57,N,N,N,N,Y,0,4679
HV0003,B03404,B03404,4/6/25 16:07,4/6/25 16:08,4/6/25 16:08,4/6/25 16:25,213,174,6.46,1016,19.48,0,0.49,1.72,0,0,0,19.38,N,N,N,N,N,0,4680
HV0003,B03404,B03404,3/20/25 22:53,3/20/25 22:56,3/20/25 22:56,3/20/25 23:02,248,213,1.12,332,8.53,0,0.18,0.65,0,0,0,5.38,N,N,N,N,Y,0,4681
HV0003,B03404,B03404,2/2/25 10:09,2/2/25 10:11,2/2/25 10:11,2/2/25 10:25,18,220,2.32,821,13.12,0,0.32,1.16,0,0,0,11.14,N,N,N,N,N,0,4682
HV0003,B03404,B03404,4/13/25 21:37,4/13/25 21:40,4/13/25 21:40,4/13/25 22:05,141,265,15.2,1496,56.51,16.06,1.41,0,0,0,0,40.33,N,N,N,N,N,0,4683
HV0003,B03404,B03404,5/18/25 5:45,5/18/25 5:41,5/18/25 5:53,5/18/25 6:14,119,142,9.25,1259,26.4,0,0.7,2.49,2.75,0,0,27,N,N,N,N,N,0,4684
HV0003,B03404,B03404,2/9/25 0:52,2/9/25 1:01,2/9/25 1:02,2/9/25 1:27,191,76,12.13,1518,22.59,0,0.56,2,0,0,0,31.25,N,N,N,N,N,0,4685
HV0003,B03404,B03404,4/24/25 0:33,4/24/25 0:39,4/24/25 0:39,4/24/25 0:52,14,40,6.09,797,23.63,0,0.61,2.14,0,0,0,16.65,N,N,N,N,N,0,4686
